"File name","What the patient should say"
"case-6/intent-side-effect-explanation-03.mp3","All right. Is there anything that would mean I need urgent help?"
"case-6/intent-medicine-explanation-01.mp3","Okay, that helps me understand what it’s for."
"case-6/intent-medicine-explanation-02.mp3","Thanks, that makes sense now."
"case-6/intent-dosing-instruction-01.mp3","Okay, I understand how to take it."
"case-6/intent-dosing-instruction-02.mp3","Got it, thank you."
"case-6/intent-courtesy-close-01.mp3","Thanks for taking the time to explain everything. Bye."
"case-6/intent-courtesy-close-02.mp3","Thanks, I feel much clearer about the plan now."
"case-6/intent-courtesy-close-03.mp3","Thank you. I’ll follow the label and call the pharmacy if I’m unsure about anything."
"case-6/intent-negative-answer-01.mp3","Okay, I won’t. What should I do instead?"
"case-6/intent-negative-answer-02.mp3","All right. Could you tell me what I should do now?"
"case-6/intent-affirmative-answer-01.mp3","Okay, thanks for confirming that."
"case-6/intent-affirmative-answer-02.mp3","Good, that’s a relief."
"case-6/intent-acknowledgement-01.mp3","Okay. Is there anything else I should know?"
"case-6/intent-acknowledgement-02.mp3","All right, I’m listening."
"case-6/topic-introduction-01.mp3","Hi, yes. That would be really helpful."
"case-6/topic-introduction-02.mp3","Okay, I’m listening."
"case-6/topic-introduction-03.mp3","Great, thanks. Go ahead."
"case-6/topic-introduction-repeat-01.mp3","Yes, I’m still with you."
"case-6/topic-confirm-identity-01.mp3","Fiona Chang. The doxycycline is for me."
"case-6/topic-confirm-identity-02.mp3","Fiona Chang — yes, it’s mine."
"case-6/topic-confirm-identity-repeat-01.mp3","Fiona Chang. The doxycycline is for me."
"case-6/topic-confirm-age-01.mp3","My date of birth is 15 March 1998."
"case-6/topic-confirm-age-02.mp3","15 March 1998."
"case-6/topic-confirm-age-repeat-01.mp3","My date of birth is 15 March 1998."
"case-6/topic-allergies-01.mp3","I don’t have any known medicine allergies."
"case-6/topic-allergies-02.mp3","No allergies that I know of."
"case-6/topic-allergies-repeat-01.mp3","I don’t have any known medicine allergies."
"case-6/topic-current-medicines-01.mp3","I use an antacid fairly often and take a multivitamin."
"case-6/topic-current-medicines-02.mp3","Just a daily multivitamin, and I take an antacid most days for indigestion."
"case-6/topic-current-medicines-repeat-01.mp3","I use an antacid fairly often and take a multivitamin."
"case-6/topic-pregnancy-check-01.mp3","No, I’m not pregnant or breastfeeding."
"case-6/topic-pregnancy-check-02.mp3","No, I’m not pregnant or breastfeeding, and I’m not planning to become pregnant."
"case-6/topic-directions-01.mp3","One tablet twice a day. Okay."
"case-6/topic-directions-02.mp3","Right — one in the morning, one at night."
"case-6/topic-water-upright-01.mp3","I’ll use a full glass of water and stay upright for half an hour."
"case-6/topic-water-upright-02.mp3","Okay — plenty of water and no lying down straight after."
"case-6/topic-separation-01.mp3","I’ll leave at least two hours between doxycycline and my antacid or multivitamin."
"case-6/topic-separation-02.mp3","Okay — antacid and vitamins at least two hours apart from the antibiotic."
"case-6/topic-sun-precautions-01.mp3","I’ll use sunscreen and cover up while I’m taking it."
"case-6/topic-sun-precautions-02.mp3","Good to know — I’m outdoors a lot, so I’ll be extra careful with sunscreen."
"case-6/topic-teach-back-01.mp3","I’ll take one tablet twice daily with water, stay upright, separate my antacid and protect myself from the sun."
"case-6/topic-teach-back-repeat-01.mp3","I’ll take one tablet twice daily with water, stay upright, separate my antacid and protect myself from the sun."
"case-6/topic-invite-questions-01.mp3","I do have one more question before I go."
"case-6/topic-invite-questions-repeat-01.mp3","No, I think that covers everything. Thank you."
"case-7/opening-01.mp3","Hi, I’m here to pick up my usual OxyContin prescription. Is it ready yet?"
"case-7/concern-01.mp3","My grandchildren visit on weekends. Where should I keep these tablets?"
"case-7/patient-question-01.mp3","What would mean I need urgent help?"
"case-7/no-further-questions-01.mp3","No, I think that covers everything. Thank you."
"case-7/teach-back-not-ready-01.mp3","I’m not sure I could repeat that back yet. Could you go through the instructions with me first?"
"case-7/unknown-01.mp3","Could you explain how that affects my OxyContin?"
"case-7/unknown-02.mp3","I’m not sure how that relates to this medicine. Could you explain it another way?"
"case-7/unknown-03.mp3","Sorry, I’m not quite following. Could you say that differently?"
"case-7/unknown-04.mp3","I didn’t quite understand that. Could you explain it more simply?"
"case-7/unknown-05.mp3","I’m not sure what you mean. Could you give me a little more detail?"
"case-7/intent-permission-to-ask-01.mp3","Of course. What would you like to ask me?"
"case-7/intent-permission-to-ask-02.mp3","Yes, that’s fine. Go ahead."
"case-7/intent-permission-to-ask-03.mp3","Sure, I’m happy to answer a few questions."
"case-7/intent-previous-use-01.mp3","I have used this exact 20 milligram OxyContin twice daily for about six months."
"case-7/intent-previous-use-02.mp3","Yes — same strength, twice a day, for around six months now."
"case-7/intent-medical-conditions-01.mp3","I have metastatic prostate cancer and chronic pain."
"case-7/intent-medical-conditions-02.mp3","Prostate cancer that has spread, and the pain that comes with it."
"case-7/intent-current-symptoms-01.mp3","My pain is currently controlled. I am awake, breathing normally and not unusually drowsy."
"case-7/intent-current-symptoms-02.mp3","The pain is under control at the moment, and I’m not feeling overly sleepy."
"case-7/intent-side-effect-explanation-01.mp3","Okay, what should I do if that happens?"
"case-7/intent-side-effect-explanation-02.mp3","Thanks for explaining that. I’ll keep an eye out for it."
"case-7/intent-side-effect-explanation-03.mp3","All right. Is there anything that would mean I need urgent help?"
"case-7/intent-medicine-explanation-01.mp3","Okay, that helps me understand what it’s for."
"case-7/intent-medicine-explanation-02.mp3","Thanks, that makes sense now."
"case-7/intent-dosing-instruction-01.mp3","Okay, I understand how to take it."
"case-7/intent-dosing-instruction-02.mp3","Got it, thank you."
"case-7/intent-courtesy-close-01.mp3","Thanks for taking the time to explain everything. Bye."
"case-7/intent-courtesy-close-02.mp3","Thanks, I feel much clearer about the plan now."
"case-7/intent-courtesy-close-03.mp3","Thank you. I’ll follow the label and call the pharmacy if I’m unsure about anything."
"case-7/intent-negative-answer-01.mp3","Okay, I won’t. What should I do instead?"
"case-7/intent-negative-answer-02.mp3","All right. Could you tell me what I should do now?"
"case-7/intent-affirmative-answer-01.mp3","Okay, thanks for confirming that."
"case-7/intent-affirmative-answer-02.mp3","Good, that’s a relief."
"case-7/intent-acknowledgement-01.mp3","Okay. Is there anything else I should know?"
"case-7/intent-acknowledgement-02.mp3","All right, I’m listening."
"case-7/topic-introduction-01.mp3","Hi, yes. That would be really helpful."
"case-7/topic-introduction-02.mp3","Okay, I’m listening."
"case-7/topic-introduction-03.mp3","Great, thanks. Go ahead."
"case-7/topic-introduction-repeat-01.mp3","Yes, I’m still with you."
"case-7/topic-confirm-identity-01.mp3","Peter Morales. The OxyContin is for me."
"case-7/topic-confirm-identity-02.mp3","Peter Morales — it’s my own script."
"case-7/topic-confirm-identity-repeat-01.mp3","Peter Morales. The OxyContin is for me."
"case-7/topic-confirm-age-01.mp3","My date of birth is 19 August 1963."
"case-7/topic-confirm-age-02.mp3","19 August 1963."
"case-7/topic-confirm-age-repeat-01.mp3","My date of birth is 19 August 1963."
"case-7/topic-allergies-01.mp3","I have no known medicine allergies."
"case-7/topic-allergies-02.mp3","None — I’ve never reacted to anything."
"case-7/topic-allergies-repeat-01.mp3","I have no known medicine allergies."
"case-7/topic-current-medicines-01.mp3","I use short-acting oxycodone for breakthrough pain and a prescribed laxative."
"case-7/topic-current-medicines-02.mp3","Besides this, just the quick-acting oxycodone when the pain breaks through, and a laxative the doctor gave me."
"case-7/topic-current-medicines-repeat-01.mp3","I use short-acting oxycodone for breakthrough pain and a prescribed laxative."
"case-7/topic-opioid-tolerance-01.mp3","I have taken 20 milligrams every 12 hours for six months without breathing problems or excessive sleepiness."
"case-7/topic-opioid-tolerance-02.mp3","Six months on this dose, and it has never made me overly drowsy or short of breath."
"case-7/topic-directions-mr-01.mp3","One tablet every 12 hours, swallowed whole. I won’t crush or chew it."
"case-7/topic-directions-mr-02.mp3","Okay, I’ll take one whole tablet twice a day, without crushing it."
"case-7/topic-sedation-safety-01.mp3","I’ll avoid alcohol and won’t drive if I am drowsy or impaired."
"case-7/topic-sedation-safety-02.mp3","No alcohol, and I’ll stay off the road if I feel at all sleepy."
"case-7/topic-secure-storage-01.mp3","I’ll keep them locked away where the grandchildren can’t get to them."
"case-7/topic-secure-storage-02.mp3","Good point — they’ll go in the locked cabinet, well out of the kids’ reach."
"case-7/topic-respiratory-red-flags-01.mp3","I’ll call triple zero if my breathing becomes slow or difficult, or if someone can’t wake me."
"case-7/topic-respiratory-red-flags-02.mp3","If my breathing slows or someone can’t wake me, that’s a triple-zero call."
"case-7/topic-teach-back-01.mp3","I’ll take one whole tablet every 12 hours, avoid alcohol and unsafe driving, lock it away and seek emergency help for breathing trouble or unresponsiveness."
"case-7/topic-teach-back-repeat-01.mp3","I’ll take one whole tablet every 12 hours, avoid alcohol and unsafe driving, lock it away and seek emergency help for breathing trouble or unresponsiveness."
"case-7/topic-invite-questions-01.mp3","I do have one more question before I go."
"case-7/topic-invite-questions-repeat-01.mp3","No, I think that covers everything. Thank you."
"case-8/opening-01.mp3","Hi, my doctor prescribed a pain patch for me. I was wondering if it’s ready yet?"
"case-8/concern-01.mp3","Why can’t I take the patch home now?"
"case-8/patient-question-01.mp3","What should I use for pain while you contact the doctor?"
"case-8/no-further-questions-01.mp3","No, I think that covers everything. Thank you."
"case-8/teach-back-not-ready-01.mp3","I’m not sure I could repeat that back yet. Could you go through the instructions with me first?"
"case-8/unknown-01.mp3","I’m not sure what you need to know about my pain medicines."
"case-8/unknown-02.mp3","I’m not sure how that relates to this medicine. Could you explain it another way?"
"case-8/unknown-03.mp3","Sorry, I’m not quite following. Could you say that differently?"
"case-8/unknown-04.mp3","I didn’t quite understand that. Could you explain it more simply?"
"case-8/unknown-05.mp3","I’m not sure what you mean. Could you give me a little more detail?"
"case-8/intent-permission-to-ask-01.mp3","Of course. What would you like to ask me?"
"case-8/intent-permission-to-ask-02.mp3","Yes, that’s fine. Go ahead."
"case-8/intent-permission-to-ask-03.mp3","Sure, I’m happy to answer a few questions."
"case-8/intent-previous-use-01.mp3","I have never used fentanyl, oxycodone, morphine or any other strong opioid."
"case-8/intent-previous-use-02.mp3","No, never anything that strong — paracetamol is all I’ve needed."
"case-8/intent-medical-conditions-01.mp3","I have osteoarthritis and live alone."
"case-8/intent-medical-conditions-02.mp3","Just the arthritis in my joints. I manage on my own at home."
"case-8/intent-current-symptoms-01.mp3","I am sore but alert and breathing normally."
"case-8/intent-current-symptoms-02.mp3","The joints ache, but otherwise I feel quite well and wide awake."
"case-8/intent-side-effect-explanation-01.mp3","Okay, what should I do if that happens?"
"case-8/intent-side-effect-explanation-02.mp3","Thanks for explaining that. I’ll keep an eye out for it."
"case-8/intent-side-effect-explanation-03.mp3","All right. Is there anything that would mean I need urgent help?"
"case-8/intent-medicine-explanation-01.mp3","Okay, that helps me understand what it’s for."
"case-8/intent-medicine-explanation-02.mp3","Thanks, that makes sense now."
"case-8/intent-dosing-instruction-01.mp3","Okay, I understand how to take it."
"case-8/intent-dosing-instruction-02.mp3","Got it, thank you."
"case-8/intent-courtesy-close-01.mp3","Thanks for taking the time to explain everything. Bye."
"case-8/intent-courtesy-close-02.mp3","Thanks, I feel much clearer about the plan now."
"case-8/intent-courtesy-close-03.mp3","Thank you. I’ll follow the label and call the pharmacy if I’m unsure about anything."
"case-8/intent-negative-answer-01.mp3","Okay, I won’t. What should I do instead?"
"case-8/intent-negative-answer-02.mp3","All right. Could you tell me what I should do now?"
"case-8/intent-affirmative-answer-01.mp3","Okay, thanks for confirming that."
"case-8/intent-affirmative-answer-02.mp3","Good, that’s a relief."
"case-8/intent-acknowledgement-01.mp3","Okay. Is there anything else I should know?"
"case-8/intent-acknowledgement-02.mp3","All right, I’m listening."
"case-8/topic-introduction-01.mp3","Hi, yes. That would be really helpful."
"case-8/topic-introduction-02.mp3","Okay, I’m listening."
"case-8/topic-introduction-03.mp3","Great, thanks. Go ahead."
"case-8/topic-introduction-repeat-01.mp3","Yes, I’m still with you."
"case-8/topic-confirm-identity-01.mp3","Helen Brooks. The patch is for me."
"case-8/topic-confirm-identity-02.mp3","Helen Brooks — the patch is mine."
"case-8/topic-confirm-identity-repeat-01.mp3","Helen Brooks. The patch is for me."
"case-8/topic-confirm-age-01.mp3","My date of birth is 4 February 1945."
"case-8/topic-confirm-age-02.mp3","4 February 1945. I’m 81."
"case-8/topic-confirm-age-repeat-01.mp3","My date of birth is 4 February 1945."
"case-8/topic-allergies-01.mp3","I have no known medicine allergies."
"case-8/topic-allergies-02.mp3","No, no allergies that I’ve ever known about."
"case-8/topic-allergies-repeat-01.mp3","I have no known medicine allergies."
"case-8/topic-current-medicines-01.mp3","I only use paracetamol for pain. I don’t take sleeping tablets or strong pain medicines."
"case-8/topic-current-medicines-02.mp3","Just paracetamol when the arthritis plays up — nothing stronger, and no sleeping tablets."
"case-8/topic-current-medicines-repeat-01.mp3","I only use paracetamol for pain. I don’t take sleeping tablets or strong pain medicines."
"case-8/topic-opioid-history-01.mp3","No, I’ve never taken a strong opioid regularly. I only use paracetamol."
"case-8/topic-opioid-history-02.mp3","Never — this would be my first time on anything like fentanyl."
"case-8/topic-explain-hold-01.mp3","All right. I understand you need to stop and contact the doctor first."
"case-8/topic-explain-hold-02.mp3","Oh. Well, if it isn’t safe I’d rather you did check with the doctor."
"case-8/topic-explain-risk-01.mp3","I see — the patch could dangerously slow my breathing because I’m not used to opioids."
"case-8/topic-explain-risk-02.mp3","Goodness. I had no idea a patch could affect my breathing like that."
"case-8/topic-interim-plan-01.mp3","I won’t apply a patch. I’ll wait for the doctor’s reviewed plan."
"case-8/topic-interim-plan-02.mp3","All right — I’ll stick with the paracetamol and wait to hear from you."
"case-8/topic-teach-back-01.mp3","You’ll hold the fentanyl patch, contact my doctor, and update me. I won’t apply it."
"case-8/topic-teach-back-repeat-01.mp3","You’ll hold the fentanyl patch, contact my doctor, and update me. I won’t apply it."
"case-8/topic-invite-questions-01.mp3","I do have one more question before I go."
"case-8/topic-invite-questions-repeat-01.mp3","No, I think that covers everything. Thank you."
"case-9/opening-01.mp3","Hi, I’m here to pick up Noah’s usual dexamfetamine. Is it ready yet?"
"case-9/concern-01.mp3","It looks like his usual medicine. Why is there a delay?"
"case-9/patient-question-01.mp3","Will you call the clinic using the number on the prescription?"
"case-9/no-further-questions-01.mp3","No, I think that covers everything. Thank you."
"case-9/teach-back-not-ready-01.mp3","I’m not sure I could repeat that back yet. Could you go through the instructions with me first?"
"case-9/unknown-01.mp3","Could you explain what detail on the prescription is concerning?"
"case-9/unknown-02.mp3","I’m not sure how that relates to this medicine. Could you explain it another way?"
"case-9/unknown-03.mp3","Sorry, I’m not quite following. Could you say that differently?"
"case-9/unknown-04.mp3","I didn’t quite understand that. Could you explain it more simply?"
"case-9/unknown-05.mp3","I’m not sure what you mean. Could you give me a little more detail?"
"case-9/intent-permission-to-ask-01.mp3","Of course. What would you like to ask me?"
"case-9/intent-permission-to-ask-02.mp3","Yes, that’s fine. Go ahead."
"case-9/intent-permission-to-ask-03.mp3","Sure, I’m happy to answer a few questions."
"case-9/intent-previous-use-01.mp3","Noah has used dexamfetamine for several months."
"case-9/intent-previous-use-02.mp3","He’s been on it a few months now with no problems."
"case-9/intent-medical-conditions-01.mp3","He has ADHD and no known heart condition."
"case-9/intent-medical-conditions-02.mp3","Only the ADHD — his heart has always been fine."
"case-9/intent-current-symptoms-01.mp3","He is well today with no chest pain, fainting or severe agitation."
"case-9/intent-current-symptoms-02.mp3","He’s his usual self — nothing unusual at all today."
"case-9/intent-side-effect-explanation-01.mp3","Okay, what should I do if that happens?"
"case-9/intent-side-effect-explanation-02.mp3","Thanks for explaining that. I’ll keep an eye out for it."
"case-9/intent-side-effect-explanation-03.mp3","All right. Is there anything that would mean I need urgent help?"
"case-9/intent-medicine-explanation-01.mp3","Okay, that helps me understand what it’s for."
"case-9/intent-medicine-explanation-02.mp3","Thanks, that makes sense now."
"case-9/intent-dosing-instruction-01.mp3","Okay, I understand how to take it."
"case-9/intent-dosing-instruction-02.mp3","Got it, thank you."
"case-9/intent-courtesy-close-01.mp3","Thanks for taking the time to explain everything. Bye."
"case-9/intent-courtesy-close-02.mp3","Thanks, I feel much clearer about the plan now."
"case-9/intent-courtesy-close-03.mp3","Thank you. I’ll follow the label and call the pharmacy if I’m unsure about anything."
"case-9/intent-negative-answer-01.mp3","Okay, I won’t. What should I do instead?"
"case-9/intent-negative-answer-02.mp3","All right. Could you tell me what I should do now?"
"case-9/intent-affirmative-answer-01.mp3","Okay, thanks for confirming that."
"case-9/intent-affirmative-answer-02.mp3","Good, that’s a relief."
"case-9/intent-acknowledgement-01.mp3","Okay. Is there anything else I should know?"
"case-9/intent-acknowledgement-02.mp3","All right, I’m listening."
"case-9/topic-introduction-01.mp3","Hi, yes. That would be really helpful."
"case-9/topic-introduction-02.mp3","Okay, I’m listening."
"case-9/topic-introduction-03.mp3","Great, thanks. Go ahead."
"case-9/topic-introduction-repeat-01.mp3","Yes, I’m still with you."
"case-9/topic-confirm-identity-01.mp3","It is for my son, Noah Williams."
"case-9/topic-confirm-identity-02.mp3","It’s Noah’s — my son."
"case-9/topic-confirm-identity-repeat-01.mp3","It is for my son, Noah Williams."
"case-9/topic-confirm-age-01.mp3","His date of birth is 11 November 2009."
"case-9/topic-confirm-age-02.mp3","Noah was born on 11 November 2009."
"case-9/topic-confirm-age-repeat-01.mp3","His date of birth is 11 November 2009."
"case-9/topic-allergies-01.mp3","Noah has no known medicine allergies."
"case-9/topic-allergies-02.mp3","No — he’s never had a reaction to anything."
"case-9/topic-allergies-repeat-01.mp3","Noah has no known medicine allergies."
"case-9/topic-current-medicines-01.mp3","He only takes dexamfetamine. He doesn’t use decongestants, antidepressants, or supplements."
"case-9/topic-current-medicines-02.mp3","Just the dexamfetamine. Nothing else, not even vitamins."
"case-9/topic-current-medicines-repeat-01.mp3","He only takes dexamfetamine. He doesn’t use decongestants, antidepressants, or supplements."
"case-9/topic-explain-hold-01.mp3","I understand — the prescriber number does not match, so you need to authenticate it first."
"case-9/topic-explain-hold-02.mp3","Oh — I had no idea. Of course, check whatever you need to."
"case-9/topic-independent-contact-01.mp3","That makes sense. Please use the clinic details you already have verified."
"case-9/topic-independent-contact-02.mp3","Right — safer to ring the clinic on the number you already know is real."
"case-9/topic-follow-up-01.mp3","Please update me after the clinic confirms what happened."
"case-9/topic-follow-up-02.mp3","Thank you. Ring me as soon as you hear back — Noah needs his medicine."
"case-9/topic-teach-back-01.mp3","You’ll hold the medicine, contact the clinic using the verified number, document what happens, and update me."
"case-9/topic-teach-back-repeat-01.mp3","You’ll hold the medicine, contact the clinic using the verified number, document what happens, and update me."
"case-9/topic-invite-questions-01.mp3","I do have one more question before I go."
"case-9/topic-invite-questions-repeat-01.mp3","No, I think that covers everything. Thank you."
"case-10/opening-01.mp3","Hi, I was just wondering if my methotrexate is ready yet?"
"case-10/concern-01.mp3","The label says daily, but I thought I took it once a week. Which is right?"
"case-10/patient-question-01.mp3","Should I take today’s tablet while you check?"
"case-10/no-further-questions-01.mp3","No, I think that covers everything. Thank you."
"case-10/teach-back-not-ready-01.mp3","I’m not sure I could repeat that back yet. Could you go through the instructions with me first?"
"case-10/unknown-01.mp3","Could you explain what you are checking about my weekly medicine?"
"case-10/unknown-02.mp3","I’m not sure how that relates to this medicine. Could you explain it another way?"
"case-10/unknown-03.mp3","Sorry, I’m not quite following. Could you say that differently?"
"case-10/unknown-04.mp3","I didn’t quite understand that. Could you explain it more simply?"
"case-10/unknown-05.mp3","I’m not sure what you mean. Could you give me a little more detail?"
"case-10/intent-permission-to-ask-01.mp3","Of course. What would you like to ask me?"
"case-10/intent-permission-to-ask-02.mp3","Yes, that’s fine. Go ahead."
"case-10/intent-permission-to-ask-03.mp3","Sure, I’m happy to answer a few questions."
"case-10/intent-previous-use-01.mp3","I have taken 10 milligrams every Sunday for rheumatoid arthritis."
"case-10/intent-previous-use-02.mp3","Yes, for a long while — one dose every Sunday."
"case-10/intent-medical-conditions-01.mp3","I have rheumatoid arthritis."
"case-10/intent-medical-conditions-02.mp3","Only the rheumatoid arthritis that the methotrexate is for."
"case-10/intent-current-symptoms-01.mp3","I feel well, with no fever, mouth ulcers, unusual bruising or shortness of breath."
"case-10/intent-current-symptoms-02.mp3","I’m feeling fine at the moment — nothing out of the ordinary."
"case-10/intent-side-effect-explanation-01.mp3","Okay, what should I do if that happens?"
"case-10/intent-side-effect-explanation-02.mp3","Thanks for explaining that. I’ll keep an eye out for it."
"case-10/intent-side-effect-explanation-03.mp3","All right. Is there anything that would mean I need urgent help?"
"case-10/intent-medicine-explanation-01.mp3","Okay, that helps me understand what it’s for."
"case-10/intent-medicine-explanation-02.mp3","Thanks, that makes sense now."
"case-10/intent-dosing-instruction-01.mp3","Okay, I understand how to take it."
"case-10/intent-dosing-instruction-02.mp3","Got it, thank you."
"case-10/intent-courtesy-close-01.mp3","Thanks for taking the time to explain everything. Bye."
"case-10/intent-courtesy-close-02.mp3","Thanks, I feel much clearer about the plan now."
"case-10/intent-courtesy-close-03.mp3","Thank you. I’ll follow the label and call the pharmacy if I’m unsure about anything."
"case-10/intent-negative-answer-01.mp3","Okay, I won’t. What should I do instead?"
"case-10/intent-negative-answer-02.mp3","All right. Could you tell me what I should do now?"
"case-10/intent-affirmative-answer-01.mp3","Okay, thanks for confirming that."
"case-10/intent-affirmative-answer-02.mp3","Good, that’s a relief."
"case-10/intent-acknowledgement-01.mp3","Okay. Is there anything else I should know?"
"case-10/intent-acknowledgement-02.mp3","All right, I’m listening."
"case-10/topic-introduction-01.mp3","Hi, yes. That would be really helpful."
"case-10/topic-introduction-02.mp3","Okay, I’m listening."
"case-10/topic-introduction-03.mp3","Great, thanks. Go ahead."
"case-10/topic-introduction-repeat-01.mp3","Yes, I’m still with you."
"case-10/topic-confirm-identity-01.mp3","Grace Lim. The methotrexate is for me."
"case-10/topic-confirm-identity-02.mp3","Grace Lim — it’s my own prescription."
"case-10/topic-confirm-identity-repeat-01.mp3","Grace Lim. The methotrexate is for me."
"case-10/topic-confirm-age-01.mp3","My date of birth is 9 September 1967."
"case-10/topic-confirm-age-02.mp3","9 September 1967."
"case-10/topic-confirm-age-repeat-01.mp3","My date of birth is 9 September 1967."
"case-10/topic-allergies-01.mp3","I have no known medicine allergies."
"case-10/topic-allergies-02.mp3","No allergies that I’ve ever been told about."
"case-10/topic-allergies-repeat-01.mp3","I have no known medicine allergies."
"case-10/topic-current-medicines-01.mp3","I take folic acid on a different day and sometimes use paracetamol. I don’t take ibuprofen unless I’m told to."
"case-10/topic-current-medicines-02.mp3","Folic acid once a week on a different day, and paracetamol occasionally. I avoid ibuprofen."
"case-10/topic-current-medicines-repeat-01.mp3","I take folic acid on a different day and sometimes use paracetamol. I don’t take ibuprofen unless I’m told to."
"case-10/topic-weekly-history-01.mp3","I take methotrexate every Sunday and folic acid on Monday."
"case-10/topic-weekly-history-02.mp3","Sundays for the methotrexate, then folic acid on the Monday."
"case-10/topic-explain-hold-01.mp3","I won’t follow the daily direction. Please have the doctor correct it before supply."
"case-10/topic-explain-hold-02.mp3","Thank goodness you noticed. I’ll wait until the doctor fixes the directions."
"case-10/topic-red-flags-01.mp3","I’ll seek urgent advice for fever, mouth ulcers, unusual bruising or breathing trouble."
"case-10/topic-red-flags-02.mp3","Okay — mouth ulcers, fever or strange bruising means I call for help straight away."
"case-10/topic-teach-back-01.mp3","I won’t take it every day. You’ll hold the prescription and ask the doctor to confirm the correct once-weekly plan."
"case-10/topic-teach-back-repeat-01.mp3","I won’t take it every day. You’ll hold the prescription and ask the doctor to confirm the correct once-weekly plan."
"case-10/topic-invite-questions-01.mp3","I do have one more question before I go."
"case-10/topic-invite-questions-repeat-01.mp3","No, I think that covers everything. Thank you."
"case-11/opening-01.mp3","Hi, I was just wondering if my lithium is ready. I’ve also had a stomach bug for the past two days."
"case-11/concern-01.mp3","My hands are shakier and I feel unsteady. Is that just the stomach bug?"
"case-11/patient-question-01.mp3","Can I keep taking lithium and ibuprofen tonight?"
"case-11/no-further-questions-01.mp3","No, I think that covers everything. Thank you."
"case-11/teach-back-not-ready-01.mp3","I’m not sure I could repeat that back yet. Could you go through the instructions with me first?"
"case-11/unknown-01.mp3","Could you explain what that has to do with dehydration or lithium?"
"case-11/unknown-02.mp3","I’m not sure how that relates to this medicine. Could you explain it another way?"
"case-11/unknown-03.mp3","Sorry, I’m not quite following. Could you say that differently?"
"case-11/unknown-04.mp3","I didn’t quite understand that. Could you explain it more simply?"
"case-11/unknown-05.mp3","I’m not sure what you mean. Could you give me a little more detail?"
"case-11/intent-permission-to-ask-01.mp3","Of course. What would you like to ask me?"
"case-11/intent-permission-to-ask-02.mp3","Yes, that’s fine. Go ahead."
"case-11/intent-permission-to-ask-03.mp3","Sure, I’m happy to answer a few questions."
"case-11/intent-previous-use-01.mp3","I have taken Quilonum SR for several years."
"case-11/intent-previous-use-02.mp3","Years now — it’s been steady the whole time."
"case-11/intent-medical-conditions-01.mp3","I have bipolar disorder and no known chronic kidney disease."
"case-11/intent-medical-conditions-02.mp3","Bipolar disorder — that’s what the lithium is for. My kidneys have been fine."
"case-11/intent-current-symptoms-01.mp3","I’ve been vomiting and have diarrhoea. I’m hardly drinking, my tremor is worse, and I feel unsteady."
"case-11/intent-current-symptoms-02.mp3","I’ve been vomiting with diarrhoea, barely keeping fluids down, and my tremor is worse than usual."
"case-11/intent-side-effect-explanation-01.mp3","Okay, what should I do if that happens?"
"case-11/intent-side-effect-explanation-02.mp3","Thanks for explaining that. I’ll keep an eye out for it."
"case-11/intent-side-effect-explanation-03.mp3","All right. Is there anything that would mean I need urgent help?"
"case-11/intent-medicine-explanation-01.mp3","Okay, that helps me understand what it’s for."
"case-11/intent-medicine-explanation-02.mp3","Thanks, that makes sense now."
"case-11/intent-dosing-instruction-01.mp3","Okay, I understand how to take it."
"case-11/intent-dosing-instruction-02.mp3","Got it, thank you."
"case-11/intent-courtesy-close-01.mp3","Thanks for taking the time to explain everything. Bye."
"case-11/intent-courtesy-close-02.mp3","Thanks, I feel much clearer about the plan now."
"case-11/intent-courtesy-close-03.mp3","Thank you. I’ll follow the label and call the pharmacy if I’m unsure about anything."
"case-11/intent-negative-answer-01.mp3","Okay, I won’t. What should I do instead?"
"case-11/intent-negative-answer-02.mp3","All right. Could you tell me what I should do now?"
"case-11/intent-affirmative-answer-01.mp3","Okay, thanks for confirming that."
"case-11/intent-affirmative-answer-02.mp3","Good, that’s a relief."
"case-11/intent-acknowledgement-01.mp3","Okay. Is there anything else I should know?"
"case-11/intent-acknowledgement-02.mp3","All right, I’m listening."
"case-11/topic-introduction-01.mp3","Hi, yes. That would be really helpful."
"case-11/topic-introduction-02.mp3","Okay, I’m listening."
"case-11/topic-introduction-03.mp3","Great, thanks. Go ahead."
"case-11/topic-introduction-repeat-01.mp3","Yes, I’m still with you."
"case-11/topic-confirm-identity-01.mp3","Rahul Mehta. The lithium is for me."
"case-11/topic-confirm-identity-02.mp3","Rahul Mehta — the lithium’s mine."
"case-11/topic-confirm-identity-repeat-01.mp3","Rahul Mehta. The lithium is for me."
"case-11/topic-confirm-age-01.mp3","My date of birth is 29 January 1982."
"case-11/topic-confirm-age-02.mp3","29 January 1982."
"case-11/topic-confirm-age-repeat-01.mp3","My date of birth is 29 January 1982."
"case-11/topic-allergies-01.mp3","I have no known medicine allergies."
"case-11/topic-allergies-02.mp3","No allergies that I know of."
"case-11/topic-allergies-repeat-01.mp3","I have no known medicine allergies."
"case-11/topic-current-medicines-01.mp3","I started ibuprofen for aches during the stomach bug. I also take lithium regularly."
"case-11/topic-current-medicines-02.mp3","Just the lithium normally, though I’ve been taking ibuprofen this week for the aches."
"case-11/topic-current-medicines-repeat-01.mp3","I started ibuprofen for aches during the stomach bug. I also take lithium regularly."
